index,VIN (1-10),DOL Vehicle ID,Model Year,Make,Model,New or Used Vehicle,Sale Date,Transaction Type,Transaction Date,Year,County,City,Postal Code
199786,WBA33AG09M,168753595,2021,BMW,530e,New,July 10 2021,Original Title,August 18 2021,2021,King,LAKE FOREST PARK,98155.0
199872,2C4RC1N78P,257671046,2023,CHRYSLER,Pacifica,New,October 28 2023,Original Title,November 14 2023,2023,Clark,RIDGEFIELD,98642.0
199885,5YJSA1E42F,140981655,2015,TESLA,Model S,New,October 22 2015,Original Registration,November 06 2015,2015,King,BELLEVUE,98008.0
199917,KNAGV4LD9L,144911595,2020,KIA,Optima,New,February 11 2021,Original Title,February 19 2021,2021,King,RENTON,98057.0
199921,KNDCS3LF9R,262033607,2024,KIA,Niro,New,,Original Registration,January 22 2024,2024,King,RENTON,98057.0
200018,LYVBR0DL2K,268826974,2019,VOLVO,XC60,New,October 20 2018,Original Title,November 06 2018,2018,King,SHORELINE,98177.0
200019,YV4BR0DL8K,338372856,2019,VOLVO,XC60,New,April 26 2019,Original Title,May 13 2019,2019,King,SHORELINE,98177.0
200071,JTDKARFP5K,344500376,2019,TOYOTA,Prius Prime,New,,Original Registration,July 15 2019,2019,Snohomish,LYNNWOOD,98036.0
200078,7FCTGAAA3R,269590387,2024,RIVIAN,R1T,New,,Original Registration,August 13 2024,2024,King,ISSAQUAH,98027.0
200266,7JRBR0FM0K,346026012,2019,VOLVO,S60,New,October 05 2019,Original Title,November 08 2019,2019,King,SEATTLE,98144.0
200327,7FCTGAAL8P,269952322,2023,RIVIAN,R1T,New,,Original Registration,August 13 2024,2024,King,ISSAQUAH,98029.0
200357,KMHM54AC0R,267323913,2024,HYUNDAI,Ioniq 6,New,July 13 2024,Original Title,August 01 2024,2024,King,SEATTLE,98109.0
200363,YV4BR0CM7M,135250328,2021,VOLVO,XC90,New,October 30 2020,Original Title,December 03 2020,2020,King,FEDERAL WAY,98023.0
200403,JTDACACU9P,244397310,2023,TOYOTA,Prius Prime,New,June 03 2023,Original Title,June 17 2023,2023,King,SEATTLE,98144.0
200416,SAL119E4XP,260954599,2023,LAND ROVER,Range Rover Sport,New,December 21 2023,Original Title,January 18 2024,2024,Clark,CAMAS,98607.0
200564,YV4H60DN1P,236488759,2023,VOLVO,XC60,New,,Original Registration,May 01 2023,2023,King,REDMOND,98052.0
200568,5LMTJ5DZ8N,197120661,2022,LINCOLN,Corsair,New,March 04 2022,Original Title,March 23 2022,2022,King,SHORELINE,98133.0
201007,3FMTK1SS4N,203485873,2022,FORD,Mustang Mach-E,New,,Original Registration,June 23 2022,2022,King,SHORELINE,98155.0
201262,WBY1Z6C31H,348137597,2017,BMW,i3,New,,Original Registration,August 30 2017,2017,King,BELLEVUE,98007.0
201503,YV1H60EP5R,261805246,2024,VOLVO,V60,New,,Original Registration,March 15 2024,2024,King,DUVALL,98019.0
201526,1C4RJYC60R,262432558,2024,JEEP,Grand Cherokee,New,December 29 2023,Original Title,January 17 2024,2024,King,KIRKLAND,98034.0
201652,3FMTK2R72N,220408282,2022,FORD,Mustang Mach-E,New,October 06 2022,Original Title,October 19 2022,2022,King,SEATTLE,98144.0
201672,KM8JBDD25R,259173827,2024,HYUNDAI,Tucson,New,,Original Registration,December 08 2023,2023,King,SHORELINE,98133.0
201706,YV4BR0CM1M,172647681,2021,VOLVO,XC90,New,,Original Registration,September 17 2021,2021,King,SEATTLE,98119.0
201762,7JRBR0FMXL,101396522,2020,VOLVO,S60,New,,Original Registration,March 25 2020,2020,King,SEATTLE,98121.0
201824,5YJXCBE40L,141772900,2020,TESLA,Model X,New,December 09 2020,Original Title,December 31 2020,2020,Clark,VANCOUVER,98660.0
201834,WA142BFZ1P,252670001,2023,AUDI,Q4,New,August 27 2023,Original Title,October 06 2023,2023,King,SEATTLE,98116.0
201840,WAUAHBFW5N,228379546,2022,AUDI,RS e-tron GT,New,December 31 2022,Original Title,February 02 2023,2023,King,SEATTLE,98116.0
202076,WA1VABGE9N,207808989,2022,AUDI,e-tron,New,,Original Registration,July 11 2022,2022,King,REDMOND,98052.0
202131,7SAXCBE64R,265065734,2024,TESLA,Model X,New,,Original Registration,March 12 2024,2024,King,SEATTLE,98121.0
202154,3GPKHVRJ6R,271557765,2024,HONDA,Prologue,New,,Original Registration,August 29 2024,2024,Cowlitz,WOODLAND,98674.0
202158,KMUKEDTBXP,255100443,2023,GENESIS,GV60,New,September 09 2023,Original Title,October 26 2023,2023,Yakima,SELAH,98942.0
202240,WBA8E1C53H,177758332,2017,BMW,330e,New,,Original Registration,December 28 2016,2016,Kitsap,BAINBRIDGE ISLAND,98110.0
202292,WA1F2AFY6R,267581905,2024,AUDI,Q5 e,New,May 29 2024,Original Title,July 01 2024,2024,King,SHORELINE,98177.0
202340,3FA6P0PU0D,153114902,2013,FORD,Fusion,New,March 15 2014,Original Title,March 24 2014,2014,King,SAMMAMISH,98074.0
202460,WBY1Z6C52H,896871,2017,BMW,i3,New,November 05 2016,Original Registration,November 21 2016,2016,King,SEATTLE,98133.0
202554,JA3215H16C,170507515,2012,MITSUBISHI,i-MiEV,New,May 05 2012,Original Registration,May 21 2012,2012,King,VASHON,98070.0
202621,YV4BR0CK7N,177804070,2022,VOLVO,XC90,New,,Original Registration,October 04 2021,2021,King,VASHON,98070.0
202663,1FMCU0LZ0N,203468037,2022,FORD,Escape,New,,Original Registration,June 08 2022,2022,King,SEATTLE,98121.0
202714,5LMTJ5DZ9R,272786832,2024,LINCOLN,Corsair,New,September 07 2024,Original Title,September 20 2024,2024,Clark,VANCOUVER,98683.0
202717,1G1RA6E41C,191830334,2012,CHEVROLET,Volt,New,,Original Title,November 01 2012,2012,Benton,KENNEWICK,99337.0
202931,5YJSA1H4XF,232805646,2015,TESLA,Model S,New,June 01 2015,Original Registration,July 09 2015,2015,Snohomish,WOODINVILLE,98072.0
203085,1FTVW1EL4N,216940363,2022,FORD,F-150,New,August 04 2022,Original Title,August 17 2022,2022,Snohomish,EVERETT,98204.0
203325,KM8JBDA23N,209986458,2022,HYUNDAI,Tucson,New,April 22 2022,Original Title,June 02 2022,2022,Snohomish,SNOHOMISH,98290.0
203705,5YJRE1A14A,106169542,2010,TESLA,Roadster,New,February 01 2010,Original Title,March 17 2010,2010,Clark,VANCOUVER,98664.0
203740,1G1RA6E49C,224070801,2012,CHEVROLET,Volt,New,May 20 2012,Original Registration,June 07 2012,2012,King,DES MOINES,98198.0
203761,KM8JFDA26P,252501987,2023,HYUNDAI,Tucson,New,August 06 2023,Original Title,August 24 2023,2023,Snohomish,MONROE,98272.0
203839,KM8K33AG0L,122029631,2020,HYUNDAI,Kona,New,August 13 2020,Original Title,August 17 2020,2020,King,SEATTLE,98144.0
203893,KNDCD3LD2J,152248421,2018,KIA,Niro,New,,Original Registration,April 23 2018,2018,Clark,LA CENTER,98629.0
203971,WP0AA2Y14P,239526605,2023,PORSCHE,Taycan,New,,Original Registration,May 10 2023,2023,King,SEATTLE,98101.0
204031,JTJAAAAB0R,268646997,2024,LEXUS,RZ,New,,Original Registration,July 08 2024,2024,King,BURIEN,98146.0
204111,3FMTK1SSXM,177573651,2021,FORD,Mustang Mach-E,New,September 17 2021,Original Title,September 29 2021,2021,King,SAMMAMISH,98074.0
204258,JHMZC5F30M,154223709,2021,HONDA,Clarity,New,,Original Registration,April 29 2021,2021,King,COVINGTON,98042.0
204285,WBY33AW09N,203708172,2022,BMW,i4,New,May 24 2022,Original Title,June 21 2022,2022,King,REDMOND,98052.0
204402,5YJSA1E2XL,113089357,2020,TESLA,Model S,New,July 08 2020,Original Title,August 06 2020,2020,King,SEATTLE,98121.0
204609,YV4ED3UB8N,207945832,2022,VOLVO,XC40,New,,Original Registration,July 06 2022,2022,King,SEATTLE,98116.0
204711,WMEEJ9AA4F,230666250,2015,SMART,Fortwo Electric Drive,New,,Original Registration,October 09 2015,2015,Clark,CAMAS,98607.0
204728,KMHM34AC5R,264856721,2024,HYUNDAI,Ioniq 6,New,April 01 2024,Original Title,July 31 2024,2024,Kitsap,BREMERTON,98337.0
204738,SADHC2S14L,141852910,2020,JAGUAR,I-PACE,New,,Original Registration,February 11 2021,2021,Kitsap,POULSBO,98370.0
204740,WA1K2BFZ9P,245844854,2023,AUDI,Q4,New,July 11 2023,Original Title,August 02 2023,2023,King,FEDERAL WAY,98003.0
204830,WAUCJBFW1P,233623631,2023,AUDI,e-tron GT,New,,Original Registration,April 12 2023,2023,King,KENT,98031.0
204833,7G2CEHEEXR,263001735,2024,TESLA,Cybertruck,New,,Original Registration,May 16 2024,2024,King,SAMMAMISH,98074.0
204834,5YJXCBE4XJ,341066218,2018,TESLA,Model X,New,December 18 2018,Original Title,January 24 2019,2019,King,SAMMAMISH,98074.0
205122,ZASPATDW3R,252363737,2024,ALFA ROMEO,Tonale,New,,Original Registration,September 21 2023,2023,King,BOTHELL,98011.0
205163,WBY8P8C58K,166525635,2019,BMW,i3,New,September 28 2019,Original Title,October 14 2019,2019,Kitsap,POULSBO,98370.0
205178,5YJXCAE48H,282244140,2017,TESLA,Model X,New,November 02 2017,Original Title,December 05 2017,2017,King,BELLEVUE,98004.0
205209,5YJSA1E1XH,269051275,2017,TESLA,Model S,New,September 05 2017,Original Title,September 20 2017,2017,King,SEATTLE,98199.0
205298,5YJSA1AG8D,191841541,2013,TESLA,Model S,New,February 10 2013,Original Title,February 19 2013,2013,King,KIRKLAND,98033.0
205360,WMEEJ9AA9E,242306256,2014,SMART,Fortwo Electric Drive,New,,Original Title,May 23 2014,2014,Thurston,TUMWATER,98512.0
205459,WMEFK9BA6J,475890803,2018,SMART,EQ Fortwo,New,,Original Registration,December 07 2018,2018,Snohomish,BOTHELL,98012.0
205461,LPSEG3KA4N,228736966,2022,POLESTAR,PS2,New,December 13 2022,Original Title,December 29 2022,2022,Snohomish,BOTHELL,98012.0
205502,YV4BR0CL7L,116667407,2020,VOLVO,XC90,New,July 29 2020,Original Title,September 14 2020,2020,King,SEATTLE,98112.0
205518,5YJSA1CP6D,187876125,2013,TESLA,Model S,New,March 30 2013,Original Title,April 12 2013,2013,King,KIRKLAND,98033.0
205539,WVGUNPE24N,224412107,2022,VOLKSWAGEN,ID.4,New,November 18 2022,Original Title,December 08 2022,2022,Clark,LA CENTER,98629.0
205561,5UXKT0C51G,241798616,2016,BMW,X5,New,June 19 2016,Original Title,July 13 2016,2016,King,SAMMAMISH,98074.0
205921,YH4K14AA3C,182008004,2012,FISKER,Karma,New,March 10 2017,Original Title,March 13 2017,2017,King,BELLEVUE,98005.0
205931,3FMTK4SX7N,209160801,2022,FORD,Mustang Mach-E,New,,Original Registration,June 14 2022,2022,Clark,VANCOUVER,98683.0
206023,YV4H60DM9N,201972977,2022,VOLVO,XC60,New,,Original Registration,June 06 2022,2022,King,SEATTLE,98199.0
206062,YV4H60DA0P,227288295,2023,VOLVO,XC60,New,,Original Registration,December 28 2022,2022,Clark,CAMAS,98607.0
206142,1G6RL1E47G,114641796,2016,CADILLAC,ELR,New,,Original Registration,March 18 2016,2016,Clark,CAMAS,98607.0
206284,ZACPDFDW7R,267861695,2024,DODGE,HORNET,New,,Original Registration,June 21 2024,2024,Thurston,TUMWATER,98501.0
206290,KNDJP3AEXH,349153143,2017,KIA,Soul EV,New,,Original Registration,November 02 2017,2017,Thurston,OLYMPIA,98506.0
206296,YV4BK0DP2M,132765041,2021,VOLVO,XC60,New,October 30 2020,Original Title,November 06 2020,2020,King,SHORELINE,98177.0
206546,JA4J24A52L,133030705,2020,MITSUBISHI,Outlander,New,November 02 2020,Original Title,November 16 2020,2020,King,BELLEVUE,98007.0
206553,1G1RC6S5XH,310704859,2017,CHEVROLET,Volt,New,September 01 2017,Original Title,September 13 2017,2017,King,NORMANDY PARK,98166.0
206674,W1KCG2DB1N,187247749,2022,MERCEDES-BENZ,EQS-Class Sedan,New,,Original Registration,February 22 2022,2022,King,SEATTLE,98199.0
206679,3FMTK3R75M,147211662,2021,FORD,Mustang Mach-E,New,,Original Registration,April 09 2021,2021,King,SEATTLE,98199.0
206756,3GN7DLRP8R,272359797,2024,CHEVROLET,Equinox EV,New,August 30 2024,Original Title,September 26 2024,2024,King,COVINGTON,98042.0
206823,7JRH60FJ6R,258852128,2024,VOLVO,S60,New,October 20 2023,Original Title,November 06 2023,2023,Clark,BRUSH PRAIRIE,98606.0
206927,KNDCC3LG9M,161725882,2021,KIA,Niro,New,June 18 2021,Original Title,June 24 2021,2021,King,KIRKLAND,98034.0
206971,1GYKPTRK9R,255768796,2024,CADILLAC,Lyriq,New,October 10 2023,Original Title,October 31 2023,2023,King,BELLEVUE,98006.0
207204,WVGDMPE20M,154077038,2021,VOLKSWAGEN,ID.4,New,,Original Registration,June 02 2021,2021,King,SEATTLE,98119.0
207218,WBA33AG04N,211183913,2022,BMW,530e,New,,Original Registration,August 29 2022,2022,Thurston,OLYMPIA,98502.0
207317,1FADP5CU8E,159660364,2014,FORD,C-Max,New,April 26 2014,Original Registration,June 05 2014,2014,King,SEATTLE,98119.0
207368,KM8KN4AE3N,196643905,2022,HYUNDAI,Ioniq 5,New,April 04 2022,Original Title,April 08 2022,2022,King,SEATTLE,98133.0
208020,3FA6P0SU7J,349576762,2018,FORD,Fusion,New,February 28 2018,Original Title,March 13 2018,2018,King,REDMOND,98052.0
208082,KM8K53AG7L,138948988,2020,HYUNDAI,Kona,New,December 24 2020,Original Title,January 07 2021,2021,King,LAKE FOREST PARK,98155.0
208143,WDC0G5EB8J,156594532,2018,MERCEDES-BENZ,GLC-Class,New,April 18 2018,Original Title,May 11 2018,2018,King,SAMMAMISH,98075.0
208178,WP0AD2Y12N,220920577,2022,PORSCHE,Taycan,New,,Original Registration,October 13 2022,2022,Clark,CAMAS,98607.0
208270,2C4RC1R79M,152205336,2021,CHRYSLER,Pacifica,New,April 26 2021,Original Title,May 12 2021,2021,Benton,RICHLAND,99354.0
208291,3FMTK1RM9P,235311870,2023,FORD,Mustang Mach-E,New,March 18 2023,Original Title,April 07 2023,2023,King,SEATTLE,98102.0
208357,WBA33AG04M,131405459,2021,BMW,530e,New,,Original Registration,November 10 2020,2020,Pierce,BUCKLEY,98321.0
208365,WVGKMPE20N,229686054,2022,VOLKSWAGEN,ID.4,New,,Original Registration,February 13 2023,2023,Pierce,LAKE TAPPS,98391.0
208396,5LMYJ9YY4M,152753555,2021,LINCOLN,Aviator,New,,Original Registration,June 07 2021,2021,Pierce,GIG HARBOR,98332.0
208510,SALKP9F45P,228874817,2023,LAND ROVER,Range Rover,New,January 21 2023,Original Title,January 31 2023,2023,San Juan,FRIDAY HARBOR,98250.0
208522,3GN7DSRP5R,271047136,2024,CHEVROLET,Equinox EV,New,July 19 2024,Original Title,August 08 2024,2024,Mason,SHELTON,98584.0
208553,3FMTK1R46R,271402757,2024,FORD,Mustang Mach-E,New,,Original Registration,September 09 2024,2024,King,SEATTLE,98134.0
208554,3FMTK1R47P,264286263,2023,FORD,Mustang Mach-E,New,,Original Registration,April 05 2024,2024,King,SEATTLE,98134.0
208555,3FMTK1R48R,271546117,2024,FORD,Mustang Mach-E,New,August 12 2024,Original Title,September 09 2024,2024,King,SEATTLE,98134.0
208568,WP0AH2A77J,275095369,2018,PORSCHE,Panamera,New,,Original Registration,May 31 2018,2018,Thurston,LACEY,98516.0
208626,WBY8P2C03M,152551087,2021,BMW,i3,New,May 18 2021,Original Title,June 23 2021,2021,Snohomish,MILL CREEK,98012.0
208631,KM8K53AG9L,101639212,2020,HYUNDAI,Kona,New,January 20 2020,Original Title,February 05 2020,2020,Snohomish,BRIER,98036.0
208648,7JRBR0FL4N,196364017,2022,VOLVO,S60,New,,Original Registration,April 02 2022,2022,Snohomish,EDMONDS,98026.0
208764,3FA6P0SU3E,224985211,2014,FORD,Fusion,New,June 21 2014,Original Registration,June 27 2014,2014,Pierce,SPANAWAY,98387.0
208800,4W5XHPRL3R,271983379,2024,ACURA,ZDX,New,August 14 2024,Original Title,September 05 2024,2024,Pierce,TACOMA,98445.0
208919,1GKB0NDE1R,271366455,2024,GMC,Hummer EV SUV,New,,Original Registration,September 23 2024,2024,King,ENUMCLAW,98022.0
208939,WA1G2BFZ5N,219702353,2022,AUDI,Q4,New,September 29 2022,Original Title,October 20 2022,2022,King,KENT,98030.0
209036,5YJXCDE2XG,126035332,2016,TESLA,Model X,New,,Original Registration,May 23 2017,2017,King,ISSAQUAH,98027.0
209097,WBY8P2C08L,114869912,2020,BMW,i3,New,July 23 2020,Original Title,August 25 2020,2020,King,SEATTLE,98117.0
209170,5YJXCBE22M,131349935,2021,TESLA,Model X,New,,Original Registration,November 19 2020,2020,Snohomish,BOTHELL,98012.0
209191,KM8JBDA20P,240839049,2023,HYUNDAI,Tucson,New,,Original Registration,June 13 2023,2023,King,SHORELINE,98177.0
209207,1FMCU0KZ4N,208375499,2022,FORD,Escape,New,,Original Registration,July 15 2022,2022,Snohomish,BOTHELL,98012.0
209459,YV4BR0DL0N,187591029,2022,VOLVO,XC60,New,,Original Registration,February 11 2022,2022,King,SEATAC,98188.0
209480,KMHE54L23G,177690551,2016,HYUNDAI,Sonata,New,October 26 2016,Original Title,November 22 2016,2016,King,ISSAQUAH,98027.0
209555,WBY33FK05R,265456642,2024,BMW,i5,New,May 04 2024,Original Title,July 31 2024,2024,Snohomish,BOTHELL,98012.0
209699,YV4H60CM0N,258217641,2022,VOLVO,XC90,New,,Original Registration,November 20 2023,2023,Snohomish,EVERETT,98204.0
209704,3FA6P0SU9K,104088869,2019,FORD,Fusion,New,October 04 2019,Original Title,November 01 2019,2019,King,BURIEN,98166.0
209818,KM8K53AG3M,152740416,2021,HYUNDAI,Kona Electric,New,,Original Registration,May 12 2021,2021,King,RENTON,98056.0
210300,5YJSA1DPXD,159459618,2013,TESLA,Model S,New,February 09 2013,Original Title,February 19 2013,2013,King,SHORELINE,98155.0
210459,WP1AE2AY6N,213437612,2022,PORSCHE,Cayenne,New,,Original Registration,August 23 2022,2022,King,SHORELINE,98177.0
210485,YV4BR0CM5N,193475824,2022,VOLVO,XC90,New,,Original Registration,March 11 2022,2022,King,SAMMAMISH,98075.0
210507,WBY73AW08N,214780394,2022,BMW,i4,New,,Original Registration,September 13 2022,2022,King,SHORELINE,98177.0
210542,YV4BR0CL4M,139815189,2021,VOLVO,XC90,New,December 13 2020,Original Title,December 23 2020,2020,Clark,RIDGEFIELD,98642.0
210560,WAUEJBFW2N,172548365,2022,AUDI,e-tron GT,New,,Original Registration,August 31 2021,2021,King,SEATTLE,98116.0
210612,KNDCC3LD9M,156466943,2021,KIA,Niro,New,June 09 2021,Original Title,June 15 2021,2021,King,SEATTLE,98105.0
210659,WA1F2AFY9N,203060714,2022,AUDI,Q5,New,May 02 2022,Original Title,June 01 2022,2022,King,SAMMAMISH,98075.0
210716,2C4RC1H78J,474346120,2018,CHRYSLER,Pacifica,New,September 05 2018,Original Title,October 08 2018,2018,King,SEATTLE,98104.0
210720,1V2DSPE83R,272257324,2024,VOLKSWAGEN,ID.4,New,July 17 2024,Original Title,September 20 2024,2024,King,SEATTLE,98104.0
210724,3FMTK1S5XP,260974059,2023,FORD,Mustang Mach-E,New,,Original Registration,December 13 2023,2023,King,SEATTLE,98104.0
210758,1FT6W1B76R,273431490,2024,FORD,F-150,New,August 16 2024,Original Title,September 27 2024,2024,King,SEATTLE,98104.0
210763,1FTVW1BK5R,268364792,2024,FORD,F-150,New,,Original Registration,June 28 2024,2024,King,SEATTLE,98104.0
210764,1FTVW1BK8R,269353220,2024,FORD,F-150,New,June 13 2024,Original Title,June 28 2024,2024,King,SEATTLE,98104.0
210773,1FTBW1YK4P,267602674,2023,FORD,Transit,New,January 04 2024,Original Title,April 26 2024,2024,King,SEATTLE,98104.0
210901,JN1CF0BB4P,255398279,2023,NISSAN,ARIYA,New,,Original Registration,October 06 2023,2023,King,BOTHELL,98011.0
211063,3FA6P0PU9F,127779963,2015,FORD,Fusion,New,January 14 2015,Original Registration,February 03 2015,2015,King,KENT,98032.0
211288,YV4H60RM2S,271292129,2025,VOLVO,XC60,New,July 29 2024,Original Title,July 29 2024,2024,Clark,CAMAS,98607.0
211303,WAUTPBFF2H,159300466,2017,AUDI,A3,New,,Original Registration,February 03 2017,2017,King,SAMMAMISH,98075.0
211312,KNDC34LBXP,260284020,2023,KIA,EV6,New,,Original Registration,January 11 2024,2024,Snohomish,BOTHELL,98012.0
211354,KM8K53AGXN,177549550,2022,HYUNDAI,Kona Electric,New,September 03 2021,Original Title,September 17 2021,2021,Clark,VANCOUVER,98661.0
211385,4JGDM2EB3P,240605599,2023,MERCEDES-BENZ,EQS-Class SUV,New,May 21 2023,Original Title,June 21 2023,2023,King,SAMMAMISH,98074.0
211405,WAUUPBFF3H,109714825,2017,AUDI,A3,New,October 19 2016,Original Registration,November 17 2016,2016,King,SEATTLE,98103.0
211428,1FTVW1BK1R,269857619,2024,FORD,F-150,New,July 30 2024,Original Title,August 16 2024,2024,King,SEATTLE,98104.0
211437,3FMTK1S56P,260744683,2023,FORD,Mustang Mach-E,New,November 28 2023,Original Title,December 13 2023,2023,King,SEATTLE,98104.0
211444,1FTVW1BK2R,269914963,2024,FORD,F-150,New,June 12 2024,Original Title,August 16 2024,2024,King,SEATTLE,98104.0
211448,1FT6W1B74R,272740562,2024,FORD,F-150,New,September 09 2024,Original Title,September 27 2024,2024,King,SEATTLE,98104.0
211457,3FMTK1S52P,265027045,2023,FORD,Mustang Mach-E,New,March 12 2024,Original Title,April 12 2024,2024,King,SEATTLE,98104.0
211577,JTDKN3DP1F,108637455,2015,TOYOTA,Prius Plug-in,New,June 09 2016,Original Title,June 22 2016,2016,King,SEATTLE,98112.0
211602,2C4RC1L78N,230919475,2022,CHRYSLER,Pacifica,New,,Original Registration,March 21 2023,2023,King,KENT,98031.0
211700,LVYH60AF3R,268165432,2024,VOLVO,S90,New,,Original Registration,July 09 2024,2024,King,SEATTLE,98121.0
211754,W1N9M0KB7N,218311593,2022,MERCEDES-BENZ,EQB-Class,New,September 17 2022,Original Title,October 17 2022,2022,King,SEATTLE,98121.0
211790,WBA33AG06M,148625704,2021,BMW,530e,New,March 16 2021,Original Title,April 12 2021,2021,King,SEATTLE,98121.0
211854,3C3CFFGE9F,240932835,2015,FIAT,500,New,October 29 2016,Original Registration,November 10 2016,2016,King,SEATTLE,98112.0
211872,7PDSGABL8R,264982259,2024,RIVIAN,R1S,New,,Original Registration,March 22 2024,2024,King,SEATTLE,98115.0
211885,5UX43EU03S,267447414,2025,BMW,X5,New,,Original Registration,July 08 2024,2024,King,SHORELINE,98155.0
211910,KNDPYDDH3R,267661159,2024,KIA,Sportage,New,,Original Registration,June 13 2024,2024,King,KENMORE,98028.0
211914,KNDRJDJH0S,271674924,2025,KIA,Sorento,New,,Original Registration,September 20 2024,2024,Snohomish,BOTHELL,98012.0
212000,5NMMCET17R,260531232,2024,GENESIS,GV70,New,,Original Registration,January 26 2024,2024,King,BELLEVUE,98008.0
212045,LYVBR0DL8K,475741535,2019,VOLVO,XC60,New,,Original Registration,March 12 2019,2019,King,KENMORE,98028.0
212057,W1KEG2CB1P,262021567,2023,MERCEDES-BENZ,EQE-Class Sedan,New,,Original Registration,December 13 2023,2023,Snohomish,BOTHELL,98012.0
212147,KM8JBDA27P,241470512,2023,HYUNDAI,Tucson,New,,Original Registration,June 27 2023,2023,King,BELLEVUE,98004.0
212154,1GYKPWRK5R,267174148,2024,CADILLAC,Lyriq,New,May 11 2024,Original Title,June 03 2024,2024,Clark,VANCOUVER,98686.0
212163,SADHC2S15L,476349415,2020,JAGUAR,I-PACE,New,June 08 2019,Original Title,June 25 2019,2019,King,KIRKLAND,98033.0
212204,KM8K53AG6P,251356024,2023,HYUNDAI,Kona Electric,New,July 18 2023,Original Title,July 19 2023,2023,King,RENTON,98057.0
212321,WMZ23BS03M,133877362,2021,MINI,Countryman,New,November 25 2020,Original Title,December 14 2020,2020,King,SHORELINE,98177.0
212360,WMEFK9BA1J,283959525,2018,SMART,EQ Fortwo,New,March 02 2019,Original Title,March 21 2019,2019,Snohomish,LYNNWOOD,98036.0
212546,JTMAAAAA9P,263247407,2023,TOYOTA,bZ4X,New,April 22 2024,Original Title,June 03 2024,2024,Cowlitz,WOODLAND,98674.0
212596,3FA6P0PU7F,244800706,2015,FORD,Fusion,New,January 07 2015,Original Title,January 27 2015,2015,King,KENT,98032.0
212629,JTDKARFP4L,6213875,2020,TOYOTA,Prius Prime,New,December 17 2019,Original Title,December 28 2019,2019,Clark,VANCOUVER,98664.0
212720,YV4H60CX0P,229862097,2023,VOLVO,XC90,New,,Original Registration,February 22 2023,2023,King,SEATTLE,98133.0
212748,1FADP3R45G,349363745,2016,FORD,Focus,New,May 19 2017,Original Title,June 07 2017,2017,King,SEATTLE,98133.0
212826,KMUKEDTB6P,228356376,2023,GENESIS,GV60,New,,Original Registration,February 02 2023,2023,Cowlitz,LONGVIEW,98632.0
213151,5YJSA1E19H,273478033,2017,TESLA,Model S,New,,Original Registration,July 13 2018,2018,King,REDMOND,98052.0
213289,YV4BR0CKXL,195636409,2020,VOLVO,XC90,New,,Original Registration,October 16 2019,2019,King,BELLEVUE,98005.0
213396,SADHD2S19L,115338247,2020,JAGUAR,I-PACE,New,August 25 2020,Original Title,September 10 2020,2020,King,SAMMAMISH,98075.0
213459,WMZ53GA00S,273608149,2025,MINI,Countryman,New,September 13 2024,Original Title,September 30 2024,2024,King,BOTHELL,98011.0
213513,1GYKPMRK8R,270998542,2024,CADILLAC,Lyriq,New,August 05 2024,Original Title,September 06 2024,2024,Snohomish,MONROE,98272.0
213532,4W5KHNRL5R,271058658,2024,ACURA,ZDX,New,July 25 2024,Original Title,August 15 2024,2024,Thurston,CENTRALIA,98531.0
213553,4JGGM2CB9P,265494428,2023,MERCEDES-BENZ,EQE-Class SUV,New,,Original Registration,April 19 2024,2024,King,BELLEVUE,98007.0
213587,3MW5P9J06M,169504100,2021,BMW,330e,New,July 15 2021,Original Title,August 23 2021,2021,King,SEATTLE,98121.0
213689,JA4T5TA95P,228785917,2023,MITSUBISHI,Outlander,New,,Original Registration,February 10 2023,2023,Jefferson,PORT HADLOCK,98339.0
214095,3FMTK3R79P,265941763,2023,FORD,Mustang Mach-E,New,April 15 2024,Original Title,May 15 2024,2024,King,MAPLE VALLEY,98038.0
214163,5YJSA1E60R,269739683,2024,TESLA,Model S,New,July 24 2024,Original Title,August 21 2024,2024,Whatcom,BELLINGHAM,98226.0
214170,WA142BFZ2P,228900493,2023,AUDI,Q4,New,,Original Registration,March 06 2023,2023,King,ENUMCLAW,98022.0
214222,WA1AAAGE1P,228099448,2023,AUDI,e-tron,New,December 14 2022,Original Title,January 17 2023,2023,Pierce,FOX ISLAND,98333.0
214307,JHMZC5F1XL,114689900,2020,HONDA,Clarity,New,,Original Registration,August 11 2020,2020,King,VASHON,98070.0
214381,YSMFG3KA3R,257519174,2024,POLESTAR,PS2,New,,Original Registration,November 14 2023,2023,Snohomish,LYNNWOOD,98087.0
214526,KNDC4DLC4R,259290125,2024,KIA,EV6,New,,Original Registration,November 14 2023,2023,Spokane,SPOKANE,99223.0
214633,7JRH60FH9R,257182733,2024,VOLVO,S60,New,September 12 2023,Original Title,September 22 2023,2023,Pierce,LAKEBAY,98349.0
214655,KM8KN4AE0N,228470315,2022,HYUNDAI,Ioniq 5,New,January 11 2023,Original Title,January 12 2023,2023,King,KENT,98042.0
214658,KMHM34AAXP,257801106,2023,HYUNDAI,Ioniq 6,New,October 28 2023,Original Title,December 06 2023,2023,Pierce,TACOMA,98445.0
214659,4JGFB4GB9R,267193538,2024,MERCEDES-BENZ,GLE-Class,New,,Original Registration,July 02 2024,2024,Pierce,TACOMA,98445.0
